Registration Number,Action ID,Builder,Promoter Name,Project Name,District,Taluka,Project Type,Approved On,Proposed Completion Date,Proposed Completion Date At Registration,Project Address,Latitude,Longitude,Total Units,Has Quarterly Update,Units Booked (Q3_FY25-26),Units Available (Q3_FY25-26),Units Booked (Q4_FY25-26),Units Available (Q4_FY25-26),Units Booked (Q1_FY26-27),Units Available (Q1_FY26-27)
PRM/KA/RERA/1251/310/PR/171014/000859,1103,Aswani Properties,Aswani Properties,Aswani Aaeesha B Wing,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-14,2019-03-31,2019-03-31,"Aswani Aaeesha, Survey No. 23 & 25/2 Doddanagamangala, Near Veerabhadraswamy Temple Electronic City Phase II",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171014/000856,1104,Kolte-Patil,KOLTE PATIL DEVELOPERS LTD,RAAGA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-14,2022-01-24,2021-04-24,"SY NO. 33(part), Kannur Village, Bidrahalli Hobli, Bangalore East Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171026/000855,1105,M/s.Innovative Developers,M/s.Innovative Developers,Innovative Oak Garden Phase-2,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-26,2019-08-30,2019-08-30,"No.9/1, Bhoganahalli, Panathur Post",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171014/000860,1108,Ceear Realty & Infrastructure Private Limited,Ceear Realty & Infrastructure Private Limited,The Big Tree,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-14,2019-12-31,2018-12-31,"Municipal No. 30, 36th Cross, , 8th Block, Jayanagar",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171215/000858,1109,SRI VINAYAKA INFRA,Sri Vinayaka Builders,MALLESHWARAM ENCLAVE,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-12-15,2018-04-20,2018-04-20,"No: 105, 11th Main, , 11th Cross, Malleshwaram,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171015/000863,1110,Brigade,Brigade Enterprises Ltd,Plumeria Phase 1 at Brigade Meadows,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-15,2018-07-31,2018-07-31,"Khata No.70/401, Hebbal Village, Kasaba Hobli, Bangalore North Taluk, Karnataka",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171222/000914,1111,VALMARK DEVELOPERS PVT LTD,VALMARK DEVELOPERS PVT LTD,Cityville Valmark,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-12-22,2022-09-30,2021-12-31,"survey no 2,3,5,6,7,8,9,24 part of cs pura and 112 and 113 of kamanahalli , begur hobli , bannerghatta road.",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171026/000866,1112,VASUDHA BUILDERS,VASUDHA BUILDERS,VASUDHA SPRINGS,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-26,2019-07-31,2018-07-31,"#100, Dommasandra village ,Bidrarahalli Hobli, virgo Nagar post ,Near Fedral Bank",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171026/000862,1114,Kolte-Patil,KOLTE PATIL DEVELOPERS LTD,I TOWERS EXENTE,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-26,2024-04-22,2023-07-22,"SY NO. 30/3, 30/4, 35/1, KONAPPANA AGRAHARA VILLAGE, BEGUR HOBLI, BANGALORE SOUTH TALUK",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171014/000865,1115,KNS,KNS Infrastructure Private Limited,Kurubarapalya,Bengaluru Urban,Bengaluru South,Plotted Development,2017-10-14,2018-03-31,2018-03-31,"Kurubarapalya, Tavarekere hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171123/000881,1116,Green Orchards Farm Houses,Green Orchards Farm Houses,Century Artizan,Bengaluru Urban,Bengaluru North,Plotted Development,2017-11-23,2019-06-30,2018-06-30,"Govindpura, NITTE Meenakshi College Road, Near Yelahanka Airforce Base, Yelahanka Hubli, Bengaluru",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171016/000867,1117,Legacy Global,Legacy Global Projects Private Limited,Legacy Cataleya,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-16,2026-09-30,2021-08-31,"No. 30, Cunningham Road",NA,NA,24,Yes,6,18,6,18,6,18
PRM/KA/RERA/1251/308/PR/171016/000889,1122,VMAKS BUILDERS PVT LTD,VMAKS BUILDERS Pvt Ltd,vmaks laurel,Bengaluru Urban,Anekal,Residential/Group Housing,2017-10-16,2026-12-31,2020-12-22,"vmaks laurel , indlabele village,, attibele hobli, anekal taluk, bangalore",NA,NA,208,Yes,46,162,47,161,48,160
PRM/KA/RERA/1251/310/PR/171014/000872,1124,KNS,KNS INFRASTRUCTURE PRIVATE LIMITED,Donenahalli - 1,Bengaluru Urban,Bengaluru South,Plotted Development,2017-10-14,2018-03-31,2018-03-31,"Donenahalli, Tavarekere hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171015/000883,1126,DISHA LOHARUKA INFRA PROJECTS,DISHA LOHARUKA INFRA PROJECTS,solaris,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-15,2024-09-30,2022-12-31,"Sy no 24 26 & 25 1 Gottigire , Bannerghatta Main Road Uttrahalli hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171208/000894,1127,Vista Merez,Vista Merez,Vista Tribute,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-12-08,2020-07-30,2019-07-31,"No 8, C J. D'Souza Road, Richmond Road",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171014/000876,1128,ANKIT ENTERPRISES,ANKIT ENTERPRISES,24K GRAZIO,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-14,2023-05-28,2022-08-31,"NO. 53/1, JAKKASANDRA VILLAGE, KORAMANGALA 3RD BLOCK, INDUSTRIAL LAYOUT, BANGALORE 560034",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171015/000877,1131,Legacy Global,Legacy Global Projects Private Limited,Legacy Salvador,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-15,2026-12-31,2022-05-31,"Kenchanahalli, Yelahanka",NA,NA,167,Yes,117,50,119,48,119,48
PRM/KA/RERA/1251/446/PR/171015/000880,1134,RGM HOMES,RGM HOMES,ATHISH PRIDE,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-15,2019-07-31,2019-07-31,"Sy.No 11/1,11/2, K Channasandra , Kalkere Village,KR Puram Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171024/000882,1135,Legacy Global,Legacy Global Projects Private Limited,Legacy Madelia,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-24,2019-08-31,2018-08-31,"SY 1/6 SRT ROAD, CUNNIGHAM ROAD",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171015/000885,1137,Legacy Global,Legacy Global Projects Private Limited,Legacy Vivienda,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-15,2028-12-31,2020-07-31,"DODDAJALA VILLAGE, BANGALORE",NA,NA,276,Yes,20,256,20,256,20,256
PRM/KA/RERA/1251/309/PR/181109/002131,1138,FORTUNA URBANSCAPE PVT LTD,FORTUNA URBANSCAPE PVT LTD,SOHAN EXOTICA,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2018-11-09,2026-12-31,2019-06-30,"Sy.No.213/7, 213/8 & Amulgumated KHATHA No.2961/213/7 & 213/8, Kodigehalli village, , Yalahanka hobli, Bangalore North Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171028/000887,1139,Rohan,ROHAN PROCON LLP,Rohan Iksha Block A,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-28,2019-05-31,2019-05-31,"Sy. no. 123 and 140, Village Bhoganhalli, Varthur, Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171014/000896,1140,Aswani Properties,Aswani Properties India Pvt Ltd,Aswani Sunshine,Bengaluru Urban,Anekal,Residential/Group Housing,2017-10-14,2019-07-31,2019-07-31,"ASWANI SUNSHINE Survey No. 16/3, Kotaganahalli Attibele- Sarjapura Road,, Sarjapura, Anekal taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/180329/000899,1143,KRISHNA ENTERPRISES (HOUSING & INFRASTRUCTURES) INDIA PRIVATE LIMITED,KRISHNA ENTERPRISES (HOUSING & INFRASTRUCTURES) INDIA PRIVATE LIMITED,KRISHNA MYSTIQ (PHASE-II),Bengaluru Urban,Bengaluru South,Residential/Group Housing,2018-03-29,2017-10-31,2017-10-31,"Sy.No 134/4 & 133/9, Doddathogur Village, Begur Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171028/000895,1145,MILESTONE BUILDERS,MILESTONE BUILDERS,Milestone Grand,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-28,2018-10-29,2018-10-29,"Milestone Palms Layout, Haragadde, Jigani",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171031/000905,1147,SK STRUCTURES LLP,SK STRUCTURES LLP,SK Daisy,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-31,2018-12-28,2018-12-28,"#82/1, Maragondanahalli, , Saibaba temple road, Electronics City",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171016/000900,1148,Legacy Global,Legacy Global Projects Private Limited,Legacy Cirocco,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-16,2021-03-31,2020-03-31,"ALLALSANDRA, BANGALORE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/180208/000902,1150,MARVEL OMEGA BUILDERS PVT LTD.(FORMERLY  ULTRA REALTORS AND DEVELOPERS (PUNE) PVT LTD).,MARVEL OMEGA BUILDERS PVT LTD.(FORMERLY  ULTRA REALTORS AND DEVELOPERS (PUNE) PVT LTD).,ORIAL,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2018-02-08,2019-03-31,2019-03-31,"PLOT NO.7 (PREVIOUSLY BEARING NO. 5B), PRIMROSE ROAD",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/170925/000903,1151,Rohan,Rohan Gruh Nirman LLP,Rohan Akriti Building 1,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-09-25,2021-09-30,2020-12-31,"BBMP Khata No. 1856/ Sy. No. 53/1-394, Ward no. 184, Gubbalala Village, , Jayanagar, HBCS layout, Uttarahalli, Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171201/000906,1154,Chitrakut Estates Private Limited,Chitrakut Estates Private Limited,Legacy Saviero,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-12-01,2027-06-30,2020-03-31,"HORAMAVU, K R PURAM",NA,NA,96,Yes,40,56,41,55,42,54
PRM/KA/RERA/1251/308/PR/171214/000908,1156,SUBHA Builders and Developers,SUBHA Builders and Developers,SUBHA 9 SKY VUE,Bengaluru Urban,Anekal,Residential/Group Housing,2017-12-14,2020-03-31,2019-12-30,"Subha builders and developers, Sy No. 89/3 & 90/1, Byagadadenahalli, Chandapura to , Anekal Road, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171031/000907,1157,M/s. SHRAVANEE ASSOCIATES,M/s. SHRAVANEE ASSOCIATES,SHRAVANEE DWARAKA,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-31,2017-09-20,2017-09-20,"#29, (old No. 495), 39th Cross Road, , 8th Block Jayanagar, Bangalore",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171222/000909,1158,Banashree Shelters Pvt Ltd,Banashree Shelters Pvt Ltd,BANASHREE ARKA FOREST VIEW - VIJAYA WING,Bengaluru Urban,Anekal,Residential/Group Housing,2017-12-22,2021-09-01,2020-12-01,"#112/2, SURAGAJAKKANAHALLI VILLEGE, , JIGANI ANEKAL MAIN ROAD, KASABA HOBLI, ANEKAL TALUK",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171019/000912,1162,Esteem Emblem,Esteem Emblem,Esteem Emblem,Bengaluru Urban,Anekal,Residential/Group Housing,2017-10-19,2018-09-30,2018-09-30,"Sy No 60/6 Huskur Road, Hebbagodi Anekal Taluk Electronic City Phase 2",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171027/000915,1163,SUBHA ESSENCE,SUBHA ESSENCE,SUBHA ESSENCE,Bengaluru Urban,Anekal,Residential/Group Housing,2017-10-27,2019-03-31,2018-12-30,"Subha Essence, Sy No. 60/2, Hale Chandapura, , Off Hosur Road, Chandapura -",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171215/000916,1164,CELEBRITY STRUCTURES INDIA PVT LTD,Celebrity Structures India Pvt Ltd,Celebrity Shelters,Bengaluru Urban,Anekal,Residential/Group Housing,2017-12-15,2021-07-30,2020-10-30,"Sy.No:98/5, Kylasanahalli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/180504/001567,1166,KRISHNA ENTERPRISES (HOUSING & INFRASTRUCTURES) INDIA PRIVATE LIMITED,KRISHNA ENTERPRISES (HOUSING & INFRASTRUCTURES) INDIA PRIVATE LIMITED,KRISHNA MYSTIQ (PHASE-I),Bengaluru Urban,Bengaluru South,Residential/Group Housing,2018-05-04,2017-10-31,2017-10-31,"Sy.No 134/4 & 133/9, Doddathogur Village, Begur Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171030/000924,1171,M/s. M C BUILDERS,M/s. M C BUILDERS,M C SAROVAR ANNEX,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-30,2018-12-28,2018-12-28,"SY.NO.71/1A2, MEDAHALLI VILLAGE,, K.R.PURAM",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/180319/000926,1174,ND DEVELOPERS PVT LTD,ND DEVELOPERS PVT LTD,ND LAUREL,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2018-03-19,2017-12-31,2017-12-31,"ND LAUREL235/5,GUNJUR,VARTHUR HOBLI, BANGALORE EAST",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171030/000992,1191,A PEACE PROJECTS LLP,A PEACE PROJECTS LLP,PEACE RHYTHM,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-30,2019-09-30,2019-03-31,"SY NO. 42/65/P2, ULLAL CIRCLE, NAGARBHAVI RINGROAD, BANGALORE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/180406/001470,1196,Excel Dwellings India Pvt Ltd,Excel Dwellings India Private Limited,Pebblecreek,Bengaluru Urban,Anekal,Plotted Development,2018-04-06,2021-09-01,2020-12-01,"Sy No.123, 124, 144/2, 128 off. Mugulur Village, Sarjapur Hobli, Anekal Taluk,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/180119/000936,1197,"M/s.CHAITHANYA PROJECTS (P) LTD.,","M/s.CHAITHANYA PROJECTS (P) LTD.,",Chaithanya SAMARTH,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2018-01-19,2024-03-21,2022-06-21,"Mandur Village, Bidarahalli Hobli, , Bangalore East Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171016/000956,1209,Hi Life HOMES,Hi Life Ventures Pvt ltd,Hi Life RIO,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-16,2019-06-01,2019-06-01,"Sy No 61 and 63/1 Hadosiddapura village, Off sarjapur road, carmelram post, , Varthur Hobli, Bangalore East",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/180119/000948,1211,CORPORATE LEISURE AND PROPERTY DEVELOPMENTS PVT LTD,CORPORATE LEISURE AND PROPERTY DEVELOPMENTS PVT LTD,ARCADIA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2018-01-19,2019-12-31,2019-12-31,"ARCADIA, CHIKKABELLANDUR",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/180509/001673,1214,NITESH HOUSING DEVELOPERS PRIVATE LIMITED,NITESH HOUSING DEVELOPERS PRIVATE LIMITED,Nitesh Columbus Square  Phase II,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2018-05-09,2018-12-31,2018-12-31,"Venugopal nagar Hulimavu village, Arekere sub division Bommanahalli zoen",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/171030/000953,1217,M/s.Shri Balaji Builders,M/s.Shri Balaji Builders,Shri Balaji Ocean,Bengaluru Urban,Anekal,Residential/Group Housing,2017-10-30,2019-03-29,2019-03-29,"Sy.No.6/1, Narayanghatta, near Muthanallur Junction , Anekal Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171016/000952,1219,Antevorta Developers Private Limited,Antevorta Developers Private Limited,Glengate,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-16,2018-05-31,2018-05-31,"Kodigehalli Extension Muncipal Ward No 15, Bytarayanapura City Muncipal Council",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171208/000997,1222,Oceanus,Oceanus Dwellings (P) Ltd,Oceanus Tranquil,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-12-08,2021-03-28,2019-06-28,"Sy.No.55& 58, Margondanahally Village, Bidrahalli Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171016/000958,1225,Antevorta Developers Private Limited,Antevorta Developers Private Limited,Glenclassic,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-16,2021-06-30,2020-12-31,"Kodigehalli Extension Muncipal Ward No 15 Bytarayanapura City, Muncipal Council",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171031/000974,1227,Green Valleys Shelters (P) Ltd,Green Valleys Shelters (P) Ltd,GVSPL GARDENS,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-31,2017-09-03,2017-09-03,"Survey No: 111/7, Katha No: 262/111/4&111/7, Kogilu Village",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171031/001022,1229,CHOWRIAPPA CONSTRUCTIONS PVT. LTD.,CHOWRIAPPA CONSTRUCTIONS PVT. LTD.,CHOWRIAPPA CONSTELLATION,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-31,2018-12-31,2018-06-30,"KHATHA NO.5, SURVEY NO.34/1, GEDDALAHALLI VILLAGE, HENNUR MAIN ROAD",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171016/000973,1235,Assetz,Assetz Whitefiled homes private limited,Assetz Marq,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-16,2019-06-30,2018-12-31,"Assetz Marq, Ardendale, Kannamangala",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/180627/001912,1237,NITESH HOUSING DEVELOPERS PRIVATE LIMITED,NITESH HOUSING DEVELOPERS PRIVATE LIMITED,Nitesh Hyde Park Phase II,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2018-06-27,2018-12-31,2018-12-31,"Hulimavu Village, Begur Hobli, Bengalore South Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171016/000971,1238,Suadela Constructions Pvt Ltd,Suadela Constructions Private limited,Queens Gate Block 4,Bengaluru Urban,Bengaluru South,Mixed Development,2017-10-16,2022-08-30,2021-11-30,"Begur Village Next to Hulimavu Lake Akshay Nagar, Begur Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171014/000970,1240,Casa Grande,CASA GRANDE PVT LTD,Casa Grande Luxus,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-14,2018-04-02,2018-04-02,"Halehalli Village, , T C Palya",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171016/001020,1241,UNICCA EMPORIS PRIVATE LIMITED,UNICCA EMPORIS PRIVATE LIMITED,UNICCA EMPORIS,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-16,2019-06-30,2018-06-30,"SY. NO. 11/1, SORAHUNASE VILLAGE , VARTHUR, HOBLI, BANGALORE EAST TALUK",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171208/000975,1244,PUJITHA HOMES,PUJITHA HOMES,PUJITHA ORCHID,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-12-08,2018-08-31,2018-08-31,"Sy.No.107, Kthaganur, , Bidarahalli Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171017/000978,1245,Casa Grande,CASA GRANDE GARDEN CITY BUILDERS PVT LTD,Casa Grande Neona,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-17,2019-06-30,2019-06-30,"Survey No.3/1, 5/3, Kotaganahalli Village, Sarjapur Hobli",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171030/000980,1248,APG IntelliHomes,APG Intelli Homes Private Limited,63 Degree East - Tower C & D,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-30,2021-12-30,2020-03-30,"69/1, 69/2, 69/3, Kodathi Village, Varthur Hobli, Near , Bangalore Technology Institute, Off Sarjapur Road,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/308/PR/180119/001034,1251,Vestaa,Vestaa,VESTAA LUSHES,Bengaluru Urban,Anekal,Residential/Group Housing,2018-01-19,2018-03-16,2018-03-16,"SURVEY NO 3, GOPSANDRA VILLAGE, SARJAPUR HOBLI",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171019/001142,1253,Essem18 Ventures LLP,Essem18 Developers Private Limited,ALAYA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-19,2020-06-30,2019-12-31,"No.26, BBMP Khatha No.15/26, Ambalipura Village, , Harlur Main Road, Varthur Hobli, Bangalore East Taluk,",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171030/000993,1255,ADI DEVELOPERS,ADI DEVELOPERS,ADI'S NORTH LAKE,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-30,2018-09-30,2018-09-30,"SY.1/2 AND 18/2, AGRAHARA VILLAGE, YELAHANKA HOBLI",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171208/000986,1259,GOPALAN ENTERPRISES,Gopalan Enterprises,Gopalan Olympia,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-12-08,2026-12-31,2020-06-30,"Sl. No. 470, Sy. No. 30/4, 31/1, 32, Kumbalgodu Gram Panchayat",NA,NA,1344,Yes,473,871,500,844,536,808
PRM/KA/RERA/1251/309/PR/171214/001186,1260,Hilltop Arcade Residency,Hilltop Arcade Residency,Silver Oak Residences,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-12-14,2018-12-31,2017-12-31,"8th Mile Cross, Hesaraghatta Main Road",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/309/PR/171031/001009,1283,M RAMACHANDRA,M RAMACHANDRA,LINK ORNATE,Bengaluru Urban,Bengaluru North,Residential/Group Housing,2017-10-31,2018-08-31,2018-08-31,"SURVEY NO. 74/1, 74/2, 74/3, CHOKKANAHALLI",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171222/001006,1285,Dhiraan Infrsdtructure Pvt .Ltd,Dhiraan Infrsdtructure Pvt .Ltd,Dhiraan Newyork Meadows,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-12-22,2019-12-30,2019-12-30,"29/2, Iggalur village",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171021/001068,1289,Navya Builders and Developers,Navya Builders and Developers,NAVYA NISARGA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-21,2018-11-18,2018-11-18,"Sy.No.46/2, Margondanahalli, Varanasi Road, , Ramamurthy Nagar",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171016/001017,1299,SHRIPROP HOMES PRIVATE LIMITED,SHRIPROP BUILDERS PRIVATE LIMITED,SHRIRAM LUXOR,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-16,2020-03-31,2020-03-31,"Sy.No- 160/1,Kannur Village,, Bidarahalli Hobli,Bangalore East Taluk",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171021/001025,1301,M/s. Dhammanagi Developerss Pvt Ltd,M/s. Dhammanagi Developerss Pvt Ltd,Dhammanagi Zeus,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-10-21,2018-06-30,2018-06-30,"Plot No 48/4 Ward No 93 (PID NO 78-50-48/4), Miller tank bund road Vasanthnagr",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/310/PR/171031/001038,1305,SS INFRASTRUCTURES,SS INFRASTRUCTURES,SS CARONA,Bengaluru Urban,Bengaluru South,Residential/Group Housing,2017-10-31,2018-12-31,2018-12-31,"Plot NO 6 & 7 Near Kengeri Bus Terminal, Kengeri",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171118/001031,1306,Kansa Properties LLP,Kansa Properties LLP,CANSA DHIYA,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-11-18,2021-04-07,2020-07-07,"CANSA DHIYA ,PANATHUR DINNE PANATHUR , NEAR LOARD STEP LAYOUT, PANATHUR , BANGALORE",NA,NA,NA,No,NA,NA,NA,NA,NA,NA
PRM/KA/RERA/1251/446/PR/171214/001027,1309,Oceanus,Oceanus Dwellings Pvt Ltd,Oceanus Classic,Bengaluru Urban,Bengaluru East,Residential/Group Housing,2017-12-14,2026-12-31,2019-06-28,"Sy.No.18, Kodigehalli village, K R Puram Hobli",NA,NA,201,Yes,91,110,NA,NA,NA,NA
